year,self_employed,number_of_employees,tech_company,mental_health_benefits,mental_health_benefits_awareness,employer_mental_health_discussion,employer_mental_health_learning_resources,mental_health_treatment_anonymity,mental_health_leave_accessibility,mental_health_discussion_comfort_coworkers,mental_health_discussion_comfort_supervisor
2014,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,No,No
2014,No,100-500,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,6-25,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Some of them,Yes
2014,No,6-25,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,No
2014,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,No,No
2014,No,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Very easy,Some of them,Yes
2014,No,100-500,Yes,No,Yes,No,No,Yes,Very easy,Some of them,Some of them
2014,No,100-500,Yes,Yes,No,No,Don't know,Yes,Don't know,Yes,Yes
2014,No,6-25,No,Don't know,Not sure,No,No,No,Very easy,Some of them,No
2014,No,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,Some of them
2014,No,More than 1000,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Yes,Some of them
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes
2014,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Some of them,Yes
2014,No,26-100,Yes,Don't know,Not sure,Don't know,No,Don't know,Somewhat easy,Some of them,No
2014,No,26-100,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,Some of them
2014,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Don't know,No,No
2014,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,No,No
2014,No,500-1000,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Don't know,Some of them,Yes
2014,No,26-100,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Yes
2014,No,26-100,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Yes
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,No
2014,No,More than 1000,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,No,Yes
2014,No,500-1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Yes
2014,No,6-25,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No
2014,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Some of them,No
2014,No,More than 1000,No,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,No,No
2014,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Some of them,No
2014,No,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,Yes,Yes
2014,No,500-1000,No,No,No,No,No,No,Very difficult,No,No
2014,No,More than 1000,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,No,No
2014,No,6-25,Yes,No,No,No,No,Don't know,Very difficult,Some of them,Yes
2014,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them
2014,No,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Somewhat easy,Some of them,Some of them
2014,No,6-25,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Some of them,Yes
2014,No,26-100,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,No
2014,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Yes
2014,No,100-500,Yes,Yes,Yes,No,No,Don't know,Very difficult,Some of them,Some of them
2014,No,26-100,Yes,Don't know,No,No,No,Don't know,Very easy,Some of them,Some of them
2014,No,6-25,Yes,Yes,Yes,No,Yes,Yes,Very easy,Some of them,Yes
2014,No,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Some of them
2014,No,More than 1000,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Some of them,No
2014,No,500-1000,Yes,No,No,No,No,Don't know,Don't know,No,No
2014,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,No
2014,No,More than 1000,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,No,No
2014,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Don't know,No,No
2014,No,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Some of them,Yes
2014,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes
2014,No,6-25,Yes,No,No,No,No,Don't know,Don't know,Some of them,Yes
2014,No,6-25,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes
2014,No,1-5,Yes,No,Yes,No,Don't know,Don't know,Don't know,No,No
2014,No,1-5,Yes,Yes,No,No,No,Yes,Very easy,Yes,Yes
2014,No,26-100,Yes,Don't know,No,Don't know,No,Don't know,Don't know,Some of them,No
2014,No,6-25,Yes,Yes,Yes,Yes,No,Don't know,Very easy,Yes,Yes
2014,No,6-25,Yes,No,No,No,Don't know,Don't know,Somewhat easy,Some of them,Yes
2014,No,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Don't know,No,No
2014,No,6-25,No,Don't know,Not sure,No,Yes,Yes,Don't know,Some of them,Some of them
2014,No,100-500,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,More than 1000,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Some of them,No
2014,No,More than 1000,No,Yes,No,No,No,Don't know,Don't know,Yes,No
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Some of them,Some of them
2014,No,6-25,Yes,No,No,No,No,Don't know,Very easy,No,Some of them
2014,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes
2014,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Yes
2014,No,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,Some of them,Yes
2014,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Some of them,No
2014,No,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Yes
2014,No,6-25,Yes,No,No,No,No,Don't know,Don't know,No,No
2014,No,More than 1000,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,No,No
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Some of them,Yes
2014,No,100-500,Yes,Yes,No,Don't know,No,Don't know,Don't know,Some of them,Yes
2014,No,6-25,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes
2014,No,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,26-100,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,No,Some of them
2014,No,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Some of them,No
2014,No,6-25,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,No
2014,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No
2014,No,More than 1000,Yes,Don't know,No,No,No,Yes,Somewhat easy,Yes,Yes
2014,No,6-25,Yes,No,Yes,No,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,100-500,Yes,Yes,No,No,No,Yes,Don't know,No,No
2014,No,6-25,Yes,No,No,No,No,Don't know,Don't know,Some of them,No
2014,No,500-1000,Yes,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Some of them,Yes
2014,No,500-1000,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,Some of them,Yes
2014,No,6-25,Yes,No,Yes,No,No,Don't know,Somewhat easy,Some of them,No
2014,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No
2014,No,6-25,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Some of them,Yes
2014,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,Yes,No,No,No,No,No,Very difficult,No,Some of them
2014,No,6-25,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Yes
2014,No,100-500,Yes,Yes,Yes,No,No,Yes,Don't know,Some of them,No
2014,No,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Yes
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Some of them,Yes
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,Very difficult,No,No
2014,No,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Some of them,Some of them
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,Very difficult,Some of them,Yes
2014,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,No,No
2014,No,6-25,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No
2014,No,500-1000,No,Don't know,No,No,Don't know,Don't know,Very easy,No,No
2014,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Yes
2014,No,26-100,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No
2014,No,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,6-25,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,No
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No
2014,No,26-100,No,No,Yes,Don't know,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,No
2014,No,6-25,Yes,No,No,No,No,Yes,Very easy,Some of them,Yes
2014,No,6-25,No,No,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,Some of them
2014,No,100-500,No,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,No
2014,No,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,No
2014,No,More than 1000,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Some of them,No
2014,No,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,Yes
2014,No,6-25,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Some of them,Some of them
2014,No,26-100,Yes,Yes,Yes,No,No,Yes,Don't know,No,No
2014,No,26-100,Yes,No,Not sure,No,Don't know,Don't know,Don't know,No,Some of them
2014,No,More than 1000,No,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,Yes,Yes
2014,No,100-500,Yes,No,Yes,No,No,Don't know,Don't know,No,No
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,No
2014,No,100-500,No,Yes,No,Yes,No,Don't know,Very difficult,Yes,Yes
2014,No,6-25,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Yes
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Some of them,Yes
2014,No,More than 1000,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,Some of them,Yes
2014,No,500-1000,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,Some of them,Some of them
2014,No,6-25,Yes,No,No,No,No,No,Somewhat easy,Some of them,No
2014,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No
2014,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes
2014,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,No
2014,No,500-1000,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Some of them,Yes
2014,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes
2014,No,6-25,Yes,Yes,Yes,No,No,Yes,Very easy,Some of them,Some of them
2014,No,26-100,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes
2014,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Some of them,Some of them
2014,No,More than 1000,No,No,No,No,No,Don't know,Don't know,No,No
2014,No,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No
2014,No,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Some of them
2014,No,26-100,Yes,No,Yes,Yes,No,No,Somewhat difficult,No,No
2014,No,6-25,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,Some of them
2014,No,6-25,Yes,No,No,No,No,Don't know,Don't know,Some of them,Yes
2014,No,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Yes
2014,No,6-25,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Some of them,Yes
2014,No,26-100,Yes,Don't know,Not sure,Don't know,No,Don't know,Don't know,No,No
2014,No,6-25,Yes,No,Yes,No,No,No,Somewhat difficult,Some of them,Some of them
2014,No,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Some of them,Yes
2014,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,500-1000,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,No,Don't know,No,No,No,Don't know,Somewhat difficult,No,No
2014,No,100-500,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Yes,Yes
2014,No,6-25,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes
2014,No,100-500,Yes,Yes,No,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Some of them,Some of them
2014,No,6-25,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,Some of them
2014,No,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,Yes
2014,No,More than 1000,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Some of them,Yes
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Some of them,Yes
2014,No,26-100,Yes,No,No,Don't know,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,500-1000,No,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,6-25,Yes,No,No,No,No,Don't know,Very easy,Some of them,Yes
2014,No,1-5,Yes,No,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Some of them,Some of them
2014,No,100-500,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Yes
2014,No,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Some of them,No
2014,No,6-25,Yes,No,Not sure,No,Don't know,Don't know,Somewhat easy,Some of them,Yes
2014,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,No
2014,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,Some of them,Yes
2014,No,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Some of them,No
2014,No,500-1000,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,Yes,Yes
2014,No,More than 1000,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,Yes,Some of them
2014,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,Some of them
2014,No,100-500,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,No
2014,No,1-5,Yes,No,Yes,No,No,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Yes
2014,No,500-1000,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,Some of them,Yes
2014,No,26-100,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,Yes
2014,No,26-100,Yes,No,Yes,No,No,Don't know,Don't know,No,No
2014,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,Yes
2014,No,26-100,Yes,Don't know,No,Don't know,No,Don't know,Don't know,Yes,Yes
2014,No,6-25,Yes,Don't know,Not sure,No,No,Yes,Very easy,Some of them,Yes
2014,No,26-100,No,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Yes
2014,No,More than 1000,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Some of them,No
2014,No,6-25,Yes,No,Yes,No,No,Yes,Very easy,Some of them,Yes
2014,No,1-5,Yes,No,No,No,No,Yes,Don't know,Some of them,Yes
2014,No,26-100,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Yes,Yes
2014,No,100-500,Yes,No,No,No,No,Don't know,Don't know,Some of them,No
2014,No,26-100,Yes,Yes,Yes,Yes,No,Yes,Don't know,Some of them,Some of them
2014,No,6-25,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes
2014,No,6-25,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Yes
2014,No,26-100,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,Yes,Don't know,No,No,No,No,Somewhat difficult,Some of them,Some of them
2014,No,1-5,Yes,No,No,No,No,Don't know,Don't know,Some of them,No
2014,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,Yes
2014,No,100-500,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,Yes,Not sure,No,No,Don't know,Somewhat difficult,No,No
2014,No,26-100,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No
2014,No,500-1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes
2014,No,100-500,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,Some of them,No
2014,No,100-500,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,Yes
2014,No,100-500,No,Yes,Not sure,No,No,Yes,Somewhat difficult,No,No
2014,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No
2014,No,100-500,Yes,No,Yes,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,1-5,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,26-100,No,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,No
2014,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes
2014,No,1-5,Yes,No,No,No,No,Don't know,Don't know,No,No
2014,No,6-25,Yes,No,Yes,No,No,Yes,Somewhat easy,Some of them,Yes
2014,No,More than 1000,No,Don't know,No,No,No,Don't know,Don't know,Some of them,No
2014,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Some of them,No
2014,No,More than 1000,Yes,Yes,No,No,No,Don't know,Very easy,Some of them,No
2014,No,26-100,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,No,Yes,Yes,No,No,Yes,Very difficult,Some of them,No
2014,No,26-100,Yes,No,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,Yes,Yes,No,No,Yes,Very easy,Some of them,Yes
2014,No,100-500,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,26-100,Yes,Yes,Yes,No,No,Don't know,Very easy,Some of them,Some of them
2014,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No
2014,No,100-500,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,500-1000,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat difficult,No,Some of them
2014,No,100-500,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Some of them,Some of them
2014,No,26-100,Yes,No,Yes,No,No,Yes,Very difficult,Some of them,No
2014,No,26-100,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Some of them,Some of them
2014,No,100-500,Yes,No,No,No,No,Don't know,Don't know,No,Some of them
2014,No,6-25,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Some of them
2014,No,6-25,Yes,No,No,No,No,No,Very easy,Yes,Yes
2014,No,100-500,Yes,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Some of them,Yes
2014,No,100-500,No,Don't know,No,Yes,Don't know,Don't know,Very easy,Some of them,Yes
2014,No,26-100,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Some of them
2014,No,26-100,Yes,No,No,No,No,Yes,Somewhat easy,Some of them,Yes
2014,No,26-100,Yes,Yes,Yes,No,No,Yes,Very easy,Some of them,Yes
2014,No,26-100,Yes,No,No,No,No,Don't know,Very easy,Some of them,Some of them
2014,No,More than 1000,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Some of them,Some of them
2014,No,26-100,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,No,No
2014,No,100-500,No,Yes,No,No,No,No,Don't know,Some of them,No
